Stage project_discovery: 164ms; RSS 105 MiB
Batch 108/133: 5 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/db/tsconfig.json in 294ms; RSS 484 MiB
Stage primary_extraction [109/133]: 904ms; RSS 482 MiB
Stage schema_pass [109/133]: 42ms; RSS 486 MiB
Stage framework_pass [109/133]: 50ms; RSS 492 MiB
Stage string_literal_pass [109/133]: 45ms; RSS 498 MiB
Stage param_flow_pass [109/133]: 13ms; RSS 498 MiB
Stage route_pass [109/133]: 102ms; RSS 514 MiB
Batch 109/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 1278ms; RSS 514 MiB
Stage primary_extraction [110/133]: 1940ms; RSS 509 MiB
Stage schema_pass [110/133]: 88ms; RSS 522 MiB
Stage framework_pass [110/133]: 181ms; RSS 553 MiB
Stage string_literal_pass [110/133]: 264ms; RSS 576 MiB
Stage param_flow_pass [110/133]: 62ms; RSS 577 MiB
Stage route_pass [110/133]: 285ms; RSS 600 MiB
Batch 110/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 3047ms; RSS 601 MiB
Stage primary_extraction [111/133]: 907ms; RSS 481 MiB
Stage schema_pass [111/133]: 23ms; RSS 483 MiB
Stage framework_pass [111/133]: 77ms; RSS 485 MiB
Stage string_literal_pass [111/133]: 92ms; RSS 487 MiB
Stage param_flow_pass [111/133]: 36ms; RSS 487 MiB
Stage route_pass [111/133]: 105ms; RSS 491 MiB
Batch 111/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 1343ms; RSS 491 MiB
Stage primary_extraction [112/133]: 838ms; RSS 484 MiB
Stage schema_pass [112/133]: 38ms; RSS 488 MiB
Stage framework_pass [112/133]: 44ms; RSS 493 MiB
Stage string_literal_pass [112/133]: 37ms; RSS 498 MiB
Stage param_flow_pass [112/133]: 11ms; RSS 499 MiB
Stage route_pass [112/133]: 84ms; RSS 513 MiB
Batch 112/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 1221ms; RSS 513 MiB
Stage primary_extraction [113/133]: 1636ms; RSS 489 MiB
Stage schema_pass [113/133]: 247ms; RSS 494 MiB
Stage framework_pass [113/133]: 634ms; RSS 505 MiB
Stage string_literal_pass [113/133]: 309ms; RSS 516 MiB
Stage param_flow_pass [113/133]: 37ms; RSS 516 MiB
Stage route_pass [113/133]: 126ms; RSS 534 MiB
Batch 113/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 3196ms; RSS 534 MiB
Stage primary_extraction [114/133]: 593ms; RSS 471 MiB
Stage schema_pass [114/133]: 19ms; RSS 471 MiB
Stage framework_pass [114/133]: 9ms; RSS 471 MiB
Stage string_literal_pass [114/133]: 7ms; RSS 472 MiB
Stage param_flow_pass [114/133]: 3ms; RSS 472 MiB
Stage route_pass [114/133]: 18ms; RSS 472 MiB
Batch 114/133: 16 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/domain/tsconfig.json in 702ms; RSS 472 MiB
Stage primary_extraction [115/133]: 397ms; RSS 469 MiB
Stage schema_pass [115/133]: 23ms; RSS 470 MiB
Stage framework_pass [115/133]: 21ms; RSS 472 MiB
Stage string_literal_pass [115/133]: 17ms; RSS 474 MiB
Stage param_flow_pass [115/133]: 7ms; RSS 474 MiB
Stage route_pass [115/133]: 43ms; RSS 478 MiB
Batch 115/133: 9 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/game-cartridges/tsconfig.json in 567ms; RSS 478 MiB
Stage primary_extraction [116/133]: 94ms; RSS 469 MiB
Stage schema_pass [116/133]: 10ms; RSS 469 MiB
Stage framework_pass [116/133]: 4ms; RSS 469 MiB
Stage string_literal_pass [116/133]: 3ms; RSS 469 MiB
Stage param_flow_pass [116/133]: 2ms; RSS 469 MiB
Stage route_pass [116/133]: 15ms; RSS 470 MiB
Batch 116/133: 11 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/game-contracts/tsconfig.json in 162ms; RSS 470 MiB
Stage primary_extraction [117/133]: 71ms; RSS 466 MiB
Stage schema_pass [117/133]: 5ms; RSS 466 MiB
Stage framework_pass [117/133]: 2ms; RSS 466 MiB
Stage string_literal_pass [117/133]: 1ms; RSS 466 MiB
Stage param_flow_pass [117/133]: 1ms; RSS 466 MiB
Stage route_pass [117/133]: 13ms; RSS 467 MiB
Batch 117/133: 6 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/integrations/github/tsconfig.json in 113ms; RSS 467 MiB
Stage primary_extraction [118/133]: 1034ms; RSS 489 MiB
Stage schema_pass [118/133]: 93ms; RSS 493 MiB
Stage framework_pass [118/133]: 147ms; RSS 504 MiB
Stage string_literal_pass [118/133]: 62ms; RSS 514 MiB
Stage param_flow_pass [118/133]: 26ms; RSS 515 MiB
Stage route_pass [118/133]: 111ms; RSS 534 MiB
Batch 118/133: 23 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/knowledge-space-core/tsconfig.json in 1625ms; RSS 534 MiB
Stage primary_extraction [119/133]: 673ms; RSS 482 MiB
Stage schema_pass [119/133]: 50ms; RSS 486 MiB
Stage framework_pass [119/133]: 47ms; RSS 490 MiB
Stage string_literal_pass [119/133]: 34ms; RSS 494 MiB
Stage param_flow_pass [119/133]: 9ms; RSS 494 MiB
Stage route_pass [119/133]: 78ms; RSS 503 MiB
Batch 119/133: 25 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/knowledge-space-practice/tsconfig.json in 1040ms; RSS 504 MiB
Stage primary_extraction [120/133]: 313ms; RSS 474 MiB
Stage schema_pass [120/133]: 12ms; RSS 474 MiB
Stage framework_pass [120/133]: 26ms; RSS 475 MiB
Stage string_literal_pass [120/133]: 14ms; RSS 476 MiB
Stage param_flow_pass [120/133]: 8ms; RSS 476 MiB
Stage route_pass [120/133]: 18ms; RSS 477 MiB
Batch 120/133: 4 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/mastery-runtime-compat/tsconfig.json in 450ms; RSS 477 MiB
Stage primary_extraction [121/133]: 367ms; RSS 473 MiB
Stage schema_pass [121/133]: 27ms; RSS 474 MiB
Stage framework_pass [121/133]: 25ms; RSS 477 MiB
Stage string_literal_pass [121/133]: 19ms; RSS 480 MiB
Stage param_flow_pass [121/133]: 11ms; RSS 479 MiB
Stage route_pass [121/133]: 36ms; RSS 484 MiB
Batch 121/133: 13 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/practice-core/tsconfig.json in 585ms; RSS 484 MiB
Stage primary_extraction [122/133]: 571ms; RSS 486 MiB
Stage schema_pass [122/133]: 32ms; RSS 488 MiB
Stage framework_pass [122/133]: 39ms; RSS 493 MiB
Stage string_literal_pass [122/133]: 28ms; RSS 497 MiB
Stage param_flow_pass [122/133]: 17ms; RSS 497 MiB
Stage route_pass [122/133]: 57ms; RSS 507 MiB
Batch 122/133: 16 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/srs-engine/tsconfig.json in 860ms; RSS 507 MiB
Stage primary_extraction [123/133]: 83ms; RSS 480 MiB
Stage schema_pass [123/133]: 6ms; RSS 481 MiB
Stage framework_pass [123/133]: 1ms; RSS 481 MiB
Stage string_literal_pass [123/133]: 1ms; RSS 481 MiB
Stage param_flow_pass [123/133]: 1ms; RSS 481 MiB
Stage route_pass [123/133]: 10ms; RSS 481 MiB
Batch 123/133: 9 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/storage/tsconfig.json in 139ms; RSS 481 MiB
Stage primary_extraction [124/133]: 546ms; RSS 474 MiB
Stage schema_pass [124/133]: 160ms; RSS 476 MiB
Stage framework_pass [124/133]: 5ms; RSS 476 MiB
Stage string_literal_pass [124/133]: 3ms; RSS 476 MiB
Stage param_flow_pass [124/133]: 2ms; RSS 476 MiB
Stage route_pass [124/133]: 56ms; RSS 478 MiB
Batch 124/133: 11 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/types/tsconfig.json in 845ms; RSS 479 MiB
Stage primary_extraction [125/133]: 126ms; RSS 475 MiB
Stage schema_pass [125/133]: 10ms; RSS 475 MiB
Stage framework_pass [125/133]: 2ms; RSS 475 MiB
Stage string_literal_pass [125/133]: 2ms; RSS 475 MiB
Stage param_flow_pass [125/133]: 2ms; RSS 475 MiB
Stage route_pass [125/133]: 13ms; RSS 476 MiB
Batch 125/133: 22 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/ui/tsconfig.json in 193ms; RSS 476 MiB
Stage primary_extraction [126/133]: 189ms; RSS 471 MiB
Stage schema_pass [126/133]: 16ms; RSS 471 MiB
Stage framework_pass [126/133]: 13ms; RSS 472 MiB
Stage string_literal_pass [126/133]: 7ms; RSS 472 MiB
Stage param_flow_pass [126/133]: 2ms; RSS 472 MiB
Stage route_pass [126/133]: 12ms; RSS 473 MiB
Batch 126/133: 9 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/utils/tsconfig.json in 271ms; RSS 473 MiB
Stage primary_extraction [127/133]: 1279ms; RSS 506 MiB
Stage schema_pass [127/133]: 187ms; RSS 519 MiB
Stage framework_pass [127/133]: 62ms; RSS 527 MiB
Stage string_literal_pass [127/133]: 48ms; RSS 534 MiB
Stage param_flow_pass [127/133]: 19ms; RSS 534 MiB
Stage route_pass [127/133]: 315ms; RSS 571 MiB
Batch 127/133: 32 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/packages/webhooks/tsconfig.json in 2323ms; RSS 572 MiB
Stage primary_extraction [128/133]: 525ms; RSS 484 MiB
Stage schema_pass [128/133]: 17ms; RSS 484 MiB
Stage framework_pass [128/133]: 8ms; RSS 485 MiB
Stage string_literal_pass [128/133]: 8ms; RSS 485 MiB
Stage param_flow_pass [128/133]: 4ms; RSS 486 MiB
Stage route_pass [128/133]: 18ms; RSS 486 MiB
Batch 128/133: 9 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/services/worker/tsconfig.json in 635ms; RSS 486 MiB
Stage primary_extraction [129/133]: 6ms; RSS 482 MiB
Stage schema_pass [129/133]: 1ms; RSS 482 MiB
Stage framework_pass [129/133]: 0ms; RSS 482 MiB
Stage string_literal_pass [129/133]: 0ms; RSS 482 MiB
Stage param_flow_pass [129/133]: 0ms; RSS 482 MiB
Stage route_pass [129/133]: 1ms; RSS 482 MiB
Batch 129/133: 2 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/test-fixtures/architecture-enforcement/database/alias/tsconfig.json in 16ms; RSS 482 MiB
Stage primary_extraction [130/133]: 5ms; RSS 485 MiB
Stage schema_pass [130/133]: 0ms; RSS 485 MiB
Stage framework_pass [130/133]: 0ms; RSS 485 MiB
Stage string_literal_pass [130/133]: 0ms; RSS 485 MiB
Stage param_flow_pass [130/133]: 0ms; RSS 485 MiB
Stage route_pass [130/133]: 0ms; RSS 485 MiB
Batch 130/133: 2 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/test-fixtures/architecture-enforcement/database/worker-job-port/tsconfig.json in 11ms; RSS 485 MiB
Stage primary_extraction [131/133]: 4ms; RSS 490 MiB
Stage schema_pass [131/133]: 0ms; RSS 490 MiB
Stage framework_pass [131/133]: 0ms; RSS 490 MiB
Stage string_literal_pass [131/133]: 0ms; RSS 490 MiB
Stage param_flow_pass [131/133]: 0ms; RSS 490 MiB
Stage route_pass [131/133]: 0ms; RSS 490 MiB
Batch 131/133: 2 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/test-fixtures/architecture-enforcement/provider/ai-alias/tsconfig.json in 9ms; RSS 490 MiB
Stage primary_extraction [132/133]: 4ms; RSS 496 MiB
Stage schema_pass [132/133]: 0ms; RSS 496 MiB
Stage framework_pass [132/133]: 0ms; RSS 496 MiB
Stage string_literal_pass [132/133]: 0ms; RSS 496 MiB
Stage param_flow_pass [132/133]: 0ms; RSS 496 MiB
Stage route_pass [132/133]: 1ms; RSS 496 MiB
Batch 132/133: 2 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/test-fixtures/architecture-enforcement/provider/ai-internal-interface/tsconfig.json in 10ms; RSS 496 MiB
Stage primary_extraction [133/133]: 5ms; RSS 478 MiB
Stage schema_pass [133/133]: 0ms; RSS 478 MiB
Stage framework_pass [133/133]: 0ms; RSS 478 MiB
Stage string_literal_pass [133/133]: 0ms; RSS 478 MiB
Stage param_flow_pass [133/133]: 0ms; RSS 478 MiB
Stage route_pass [133/133]: 0ms; RSS 478 MiB
Batch 133/133: 2 files from /tmp/opencode/r2-task2-compensation-fresh-20260731/scan-one-source/test-fixtures/architecture-enforcement/provider/storage-internal-interface/tsconfig.json in 13ms; RSS 478 MiB
Stage call_resolution: 1763ms; RSS 589 MiB
Stage deduplication: 5264ms; RSS 1118 MiB
Scanned 43 TypeScript configurations with at most 1 active Project
Stage persistence: 62430ms; RSS 1093 MiB
Scanned 88968 nodes, 117446 edges in 400684ms
