Stage project_discovery: 47ms; RSS 117 MiB
Stage string_literal_pass [110/134]: 79ms; RSS 579 MiB
Stage param_flow_pass [110/134]: 24ms; RSS 580 MiB
Stage route_pass [110/134]: 138ms; RSS 597 MiB
Batch 110/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/domain/tsconfig.json in 1424ms; RSS 598 MiB
Stage primary_extraction [111/134]: 225ms; RSS 608 MiB
Stage schema_pass [111/134]: 10ms; RSS 608 MiB
Stage framework_pass [111/134]: 11ms; RSS 608 MiB
Stage string_literal_pass [111/134]: 9ms; RSS 608 MiB
Stage param_flow_pass [111/134]: 6ms; RSS 608 MiB
Stage route_pass [111/134]: 17ms; RSS 608 MiB
Batch 111/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/domain/tsconfig.json in 334ms; RSS 608 MiB
Stage primary_extraction [112/134]: 592ms; RSS 490 MiB
Stage schema_pass [112/134]: 29ms; RSS 494 MiB
Stage framework_pass [112/134]: 28ms; RSS 500 MiB
Stage string_literal_pass [112/134]: 24ms; RSS 504 MiB
Stage param_flow_pass [112/134]: 7ms; RSS 504 MiB
Stage route_pass [112/134]: 56ms; RSS 519 MiB
Batch 112/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/domain/tsconfig.json in 806ms; RSS 519 MiB
Stage primary_extraction [113/134]: 548ms; RSS 494 MiB
Stage schema_pass [113/134]: 55ms; RSS 499 MiB
Stage framework_pass [113/134]: 71ms; RSS 509 MiB
Stage string_literal_pass [113/134]: 81ms; RSS 520 MiB
Stage param_flow_pass [113/134]: 23ms; RSS 520 MiB
Stage route_pass [113/134]: 139ms; RSS 538 MiB
Batch 113/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/domain/tsconfig.json in 1009ms; RSS 538 MiB
Stage primary_extraction [114/134]: 92ms; RSS 505 MiB
Stage schema_pass [114/134]: 9ms; RSS 497 MiB
Stage framework_pass [114/134]: 8ms; RSS 490 MiB
Stage string_literal_pass [114/134]: 6ms; RSS 486 MiB
Stage param_flow_pass [114/134]: 3ms; RSS 486 MiB
Stage route_pass [114/134]: 12ms; RSS 487 MiB
Batch 114/134: 16 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/domain/tsconfig.json in 154ms; RSS 487 MiB
Stage primary_extraction [115/134]: 567ms; RSS 508 MiB
Stage schema_pass [115/134]: 45ms; RSS 513 MiB
Stage framework_pass [115/134]: 45ms; RSS 522 MiB
Stage string_literal_pass [115/134]: 38ms; RSS 531 MiB
Stage param_flow_pass [115/134]: 14ms; RSS 523 MiB
Stage route_pass [115/134]: 113ms; RSS 545 MiB
Batch 115/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/game-cartridges/tsconfig.json in 914ms; RSS 545 MiB
Stage primary_extraction [116/134]: 176ms; RSS 492 MiB
Stage schema_pass [116/134]: 15ms; RSS 493 MiB
Stage framework_pass [116/134]: 11ms; RSS 494 MiB
Stage string_literal_pass [116/134]: 7ms; RSS 495 MiB
Stage param_flow_pass [116/134]: 2ms; RSS 495 MiB
Stage route_pass [116/134]: 26ms; RSS 498 MiB
Batch 116/134: 15 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/game-cartridges/tsconfig.json in 271ms; RSS 498 MiB
Stage primary_extraction [117/134]: 63ms; RSS 480 MiB
Stage schema_pass [117/134]: 10ms; RSS 478 MiB
Stage framework_pass [117/134]: 3ms; RSS 478 MiB
Stage string_literal_pass [117/134]: 3ms; RSS 478 MiB
Stage param_flow_pass [117/134]: 2ms; RSS 478 MiB
Stage route_pass [117/134]: 11ms; RSS 479 MiB
Batch 117/134: 11 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/game-contracts/tsconfig.json in 115ms; RSS 479 MiB
Stage primary_extraction [118/134]: 150ms; RSS 476 MiB
Stage schema_pass [118/134]: 2ms; RSS 476 MiB
Stage framework_pass [118/134]: 1ms; RSS 476 MiB
Stage string_literal_pass [118/134]: 1ms; RSS 476 MiB
Stage param_flow_pass [118/134]: 0ms; RSS 476 MiB
Stage route_pass [118/134]: 3ms; RSS 476 MiB
Batch 118/134: 6 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/integrations/github/tsconfig.json in 177ms; RSS 476 MiB
Stage primary_extraction [119/134]: 490ms; RSS 496 MiB
Stage schema_pass [119/134]: 28ms; RSS 500 MiB
Stage framework_pass [119/134]: 56ms; RSS 511 MiB
Stage string_literal_pass [119/134]: 34ms; RSS 521 MiB
Stage param_flow_pass [119/134]: 16ms; RSS 521 MiB
Stage route_pass [119/134]: 63ms; RSS 539 MiB
Batch 119/134: 23 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/knowledge-space-core/tsconfig.json in 798ms; RSS 540 MiB
Stage primary_extraction [120/134]: 323ms; RSS 489 MiB
Stage schema_pass [120/134]: 49ms; RSS 492 MiB
Stage framework_pass [120/134]: 34ms; RSS 497 MiB
Stage string_literal_pass [120/134]: 23ms; RSS 500 MiB
Stage param_flow_pass [120/134]: 6ms; RSS 501 MiB
Stage route_pass [120/134]: 52ms; RSS 511 MiB
Batch 120/134: 25 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/knowledge-space-practice/tsconfig.json in 547ms; RSS 512 MiB
Stage primary_extraction [121/134]: 138ms; RSS 486 MiB
Stage schema_pass [121/134]: 9ms; RSS 486 MiB
Stage framework_pass [121/134]: 10ms; RSS 487 MiB
Stage string_literal_pass [121/134]: 8ms; RSS 488 MiB
Stage param_flow_pass [121/134]: 4ms; RSS 488 MiB
Stage route_pass [121/134]: 12ms; RSS 489 MiB
Batch 121/134: 4 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/mastery-runtime-compat/tsconfig.json in 201ms; RSS 489 MiB
Stage primary_extraction [122/134]: 238ms; RSS 484 MiB
Stage schema_pass [122/134]: 19ms; RSS 485 MiB
Stage framework_pass [122/134]: 14ms; RSS 488 MiB
Stage string_literal_pass [122/134]: 9ms; RSS 490 MiB
Stage param_flow_pass [122/134]: 5ms; RSS 490 MiB
Stage route_pass [122/134]: 19ms; RSS 494 MiB
Batch 122/134: 13 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/practice-core/tsconfig.json in 351ms; RSS 494 MiB
Stage primary_extraction [123/134]: 406ms; RSS 493 MiB
Stage schema_pass [123/134]: 17ms; RSS 494 MiB
Stage framework_pass [123/134]: 29ms; RSS 499 MiB
Stage string_literal_pass [123/134]: 17ms; RSS 503 MiB
Stage param_flow_pass [123/134]: 10ms; RSS 503 MiB
Stage route_pass [123/134]: 37ms; RSS 511 MiB
Batch 123/134: 16 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/srs-engine/tsconfig.json in 597ms; RSS 512 MiB
Stage primary_extraction [124/134]: 66ms; RSS 490 MiB
Stage schema_pass [124/134]: 7ms; RSS 487 MiB
Stage framework_pass [124/134]: 1ms; RSS 487 MiB
Stage string_literal_pass [124/134]: 1ms; RSS 487 MiB
Stage param_flow_pass [124/134]: 0ms; RSS 487 MiB
Stage route_pass [124/134]: 9ms; RSS 488 MiB
Batch 124/134: 9 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/storage/tsconfig.json in 100ms; RSS 488 MiB
Stage primary_extraction [125/134]: 130ms; RSS 483 MiB
Stage schema_pass [125/134]: 65ms; RSS 486 MiB
Stage framework_pass [125/134]: 2ms; RSS 486 MiB
Stage string_literal_pass [125/134]: 2ms; RSS 486 MiB
Stage param_flow_pass [125/134]: 1ms; RSS 486 MiB
Stage route_pass [125/134]: 28ms; RSS 488 MiB
Batch 125/134: 11 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/types/tsconfig.json in 270ms; RSS 489 MiB
Stage primary_extraction [126/134]: 182ms; RSS 483 MiB
Stage schema_pass [126/134]: 6ms; RSS 484 MiB
Stage framework_pass [126/134]: 1ms; RSS 484 MiB
Stage string_literal_pass [126/134]: 1ms; RSS 484 MiB
Stage param_flow_pass [126/134]: 1ms; RSS 484 MiB
Stage route_pass [126/134]: 8ms; RSS 485 MiB
Batch 126/134: 22 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/ui/tsconfig.json in 219ms; RSS 485 MiB
Stage primary_extraction [127/134]: 77ms; RSS 479 MiB
Stage schema_pass [127/134]: 4ms; RSS 479 MiB
Stage framework_pass [127/134]: 4ms; RSS 479 MiB
Stage string_literal_pass [127/134]: 2ms; RSS 480 MiB
Stage param_flow_pass [127/134]: 1ms; RSS 480 MiB
Stage route_pass [127/134]: 6ms; RSS 480 MiB
Batch 127/134: 9 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/utils/tsconfig.json in 107ms; RSS 480 MiB
Stage primary_extraction [128/134]: 654ms; RSS 513 MiB
Stage schema_pass [128/134]: 84ms; RSS 521 MiB
Stage framework_pass [128/134]: 37ms; RSS 530 MiB
Stage string_literal_pass [128/134]: 25ms; RSS 535 MiB
Stage param_flow_pass [128/134]: 14ms; RSS 536 MiB
Stage route_pass [128/134]: 230ms; RSS 573 MiB
Batch 128/134: 32 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/packages/webhooks/tsconfig.json in 1175ms; RSS 574 MiB
Stage primary_extraction [129/134]: 122ms; RSS 505 MiB
Stage schema_pass [129/134]: 6ms; RSS 505 MiB
Stage framework_pass [129/134]: 7ms; RSS 506 MiB
Stage string_literal_pass [129/134]: 4ms; RSS 506 MiB
Stage param_flow_pass [129/134]: 2ms; RSS 506 MiB
Stage route_pass [129/134]: 13ms; RSS 507 MiB
Batch 129/134: 9 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/services/worker/tsconfig.json in 169ms; RSS 507 MiB
Stage primary_extraction [130/134]: 2ms; RSS 496 MiB
Stage schema_pass [130/134]: 0ms; RSS 496 MiB
Stage framework_pass [130/134]: 0ms; RSS 496 MiB
Stage string_literal_pass [130/134]: 0ms; RSS 496 MiB
Stage param_flow_pass [130/134]: 0ms; RSS 496 MiB
Stage route_pass [130/134]: 0ms; RSS 496 MiB
Batch 130/134: 2 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/test-fixtures/architecture-enforcement/database/alias/tsconfig.json in 4ms; RSS 496 MiB
Stage primary_extraction [131/134]: 2ms; RSS 483 MiB
Stage schema_pass [131/134]: 0ms; RSS 483 MiB
Stage framework_pass [131/134]: 0ms; RSS 483 MiB
Stage string_literal_pass [131/134]: 0ms; RSS 483 MiB
Stage param_flow_pass [131/134]: 0ms; RSS 483 MiB
Stage route_pass [131/134]: 0ms; RSS 483 MiB
Batch 131/134: 2 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/test-fixtures/architecture-enforcement/database/worker-job-port/tsconfig.json in 6ms; RSS 483 MiB
Stage primary_extraction [132/134]: 1ms; RSS 479 MiB
Stage schema_pass [132/134]: 0ms; RSS 479 MiB
Stage framework_pass [132/134]: 0ms; RSS 479 MiB
Stage string_literal_pass [132/134]: 0ms; RSS 479 MiB
Stage param_flow_pass [132/134]: 0ms; RSS 479 MiB
Stage route_pass [132/134]: 0ms; RSS 479 MiB
Batch 132/134: 2 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/test-fixtures/architecture-enforcement/provider/ai-alias/tsconfig.json in 3ms; RSS 479 MiB
Stage primary_extraction [133/134]: 3ms; RSS 479 MiB
Stage schema_pass [133/134]: 0ms; RSS 479 MiB
Stage framework_pass [133/134]: 0ms; RSS 479 MiB
Stage string_literal_pass [133/134]: 0ms; RSS 479 MiB
Stage param_flow_pass [133/134]: 0ms; RSS 479 MiB
Stage route_pass [133/134]: 0ms; RSS 479 MiB
Batch 133/134: 2 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/test-fixtures/architecture-enforcement/provider/ai-internal-interface/tsconfig.json in 7ms; RSS 479 MiB
Stage primary_extraction [134/134]: 2ms; RSS 479 MiB
Stage schema_pass [134/134]: 0ms; RSS 479 MiB
Stage framework_pass [134/134]: 0ms; RSS 479 MiB
Stage string_literal_pass [134/134]: 0ms; RSS 479 MiB
Stage param_flow_pass [134/134]: 0ms; RSS 479 MiB
Stage route_pass [134/134]: 0ms; RSS 479 MiB
Batch 134/134: 2 files from /tmp/business-operations-r2-compensation-6u29k64b/scan-two-source/test-fixtures/architecture-enforcement/provider/storage-internal-interface/tsconfig.json in 5ms; RSS 479 MiB
Stage call_resolution: 1411ms; RSS 593 MiB
Stage deduplication: 3252ms; RSS 1164 MiB
Scanned 43 TypeScript configurations with at most 1 active Project
Stage persistence: 16446ms; RSS 1832 MiB
Scanned 89943 nodes, 118591 edges in 192528ms
